Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,OBV,Volume_MA_20
2005-05-05 00:00:00-04:00,17.50644827569144,17.5967587326336,17.423083655791565,17.52728843688965,59362300,0.0,0.0,125730900,71644370.0
2005-05-06 00:00:00-04:00,17.596763164936288,17.700967972281656,17.499505521418744,17.52034568786621,64322600,0.0,0.0,61408300,72462685.0
2005-05-09 00:00:00-04:00,17.527298738146143,17.596769074719646,17.40225239732113,17.44393539428711,61872400,0.0,0.0,-464100,73166715.0
2005-05-10 00:00:00-04:00,17.39529743287404,17.42308475790793,17.242462507562472,17.298038482666016,62235100,0.0,0.0,-62699200,72902580.0
2005-05-11 00:00:00-04:00,17.29109643928429,17.346672430841448,17.11742130003865,17.304990768432617,59463300,0.0,0.0,-3235900,72829280.0
2005-05-12 00:00:00-04:00,17.256361675216755,17.443931140716884,17.249414510749773,17.36751365661621,74540700,0.0,0.0,71304800,73218595.0
2005-05-13 00:00:00-04:00,17.388355772499033,17.631499912367012,17.3605671136363,17.575923919677734,77204300,0.0,0.0,148509100,72066230.0
2005-05-16 00:00:00-04:00,17.58289053985894,17.771054970326848,17.555015066403943,17.76408576965332,50577300,0.08,0.0,199086400,70806775.0
2005-05-17 00:00:00-04:00,17.638643962867516,17.771056125795717,17.59683008534674,17.743179321289062,39983200,0.0,0.0,159103200,69508125.0
2005-05-18 00:00:00-04:00,17.771064735410675,18.008012371555342,17.715312428626042,17.910446166992188,71182400,0.0,0.0,230285600,68471070.0
2005-05-19 00:00:00-04:00,17.945281280572676,18.154351987097286,17.910436605898283,18.06375503540039,52120800,0.0,0.0,282406400,66398995.0
2005-05-20 00:00:00-04:00,18.035880603171346,18.063757409966705,17.93134523616737,17.93831443786621,64444500,0.0,0.0,217961900,65616845.0
2005-05-23 00:00:00-04:00,17.938316602765163,18.168294969624736,17.938316602765163,18.014976501464844,75421100,0.0,0.0,293383000,65615005.0
2005-05-24 00:00:00-04:00,17.980126658459056,18.035878937662062,17.92437437925605,17.945281982421875,61287700,0.0,0.0,232095300,65656175.0
2005-05-25 00:00:00-04:00,17.896503617418166,17.9592251141945,17.771060623865495,17.917409896850586,35749000,0.0,0.0,196346300,65056985.0
2005-05-26 00:00:00-04:00,17.94528647014495,18.119512552379366,17.93134806454871,18.049821853637695,50579200,0.0,0.0,246925500,63404790.0
2005-05-27 00:00:00-04:00,18.00103425437727,18.182229494023883,17.987095852272336,18.168291091918945,54978000,0.0,0.0,301903500,61221630.0
2005-05-31 00:00:00-04:00,18.11253757975083,18.14041438206302,17.945280753594943,17.980125427246094,46131100,0.0,0.0,255772400,60809350.0
2005-06-01 00:00:00-04:00,17.931348307296105,18.119512797674055,17.847720531065594,17.98710060119629,54621000,0.0,0.0,310393400,60147010.0
2005-06-02 00:00:00-04:00,17.917406178484285,18.02194287091023,17.868623097613117,17.973159790039062,27212500,0.0,0.0,283180900,57164425.0
2005-06-03 00:00:00-04:00,17.910439241377023,17.987097802788636,17.65955329323891,17.722274780273438,79659500,0.0,0.0,203521400,58179285.0
2005-06-06 00:00:00-04:00,17.687427848401622,17.771056936497473,17.63864476752873,17.68045997619629,40756900,0.0,0.0,162764500,57001000.0
2005-06-07 00:00:00-04:00,17.65258550405174,18.001037646910433,17.63864709931993,17.77802848815918,54511400,0.0,0.0,217275900,56632950.0
2005-06-08 00:00:00-04:00,17.805896032936737,17.854680427756634,17.659546836193584,17.70136070251465,45369700,0.0,0.0,171906200,55789680.0
2005-06-09 00:00:00-04:00,17.701368591373647,17.847719182578807,17.666523908783553,17.77802848815918,52767900,0.0,0.0,224674100,55454910.0
2005-06-10 00:00:00-04:00,17.76408866188335,17.784996267307967,17.65955329323891,17.722274780273438,39459800,0.0,0.0,185214300,53700865.0
2005-06-13 00:00:00-04:00,17.6734892690247,17.7640862216073,17.603798589755463,17.638643264770508,49104100,0.0,0.0,136110200,52295855.0
2005-06-14 00:00:00-04:00,17.638648324738853,17.729246632550378,17.589865234027812,17.673494338989258,44243300,0.0,0.0,180353500,51979155.0
2005-06-15 00:00:00-04:00,17.701369816037456,17.708339018885525,17.499268250401585,17.603803634643555,50764800,0.0,0.0,129588700,52518235.0
2005-06-16 00:00:00-04:00,17.575921130362048,17.58289033095277,17.38775803136886,17.45047950744629,65918800,0.0,0.0,63669900,52255055.0
2005-06-17 00:00:00-04:00,17.610767133315672,17.624705534497124,17.36685042959669,17.45047950744629,90821300,0.0,0.0,63669900,54190080.0
2005-06-20 00:00:00-04:00,17.40867117129398,17.61774328377344,17.37382648383388,17.499269485473633,50538900,0.0,0.0,114208800,53494800.0
2005-06-21 00:00:00-04:00,17.47836419248387,17.555024110146103,17.450488704668384,17.52714729309082,81084000,0.0,0.0,195292800,53777945.0
2005-06-22 00:00:00-04:00,17.499266579237876,17.603801953496813,17.44351429101715,17.471389770507812,60492700,0.0,0.0,134800100,53738195.0
2005-06-23 00:00:00-04:00,17.54107711133707,17.85468450342905,17.52713870963539,17.638643264770508,105159800,0.0,0.0,239959900,57208735.0
2005-06-24 00:00:00-04:00,17.575921130362048,17.701364082516903,17.45047950744629,17.45047950744629,57970700,0.0,0.0,181989200,57578310.0
2005-06-27 00:00:00-04:00,17.471389270665483,17.596832247883146,17.443513791972318,17.45745086669922,61636200,0.0,0.0,243625400,57911220.0
2005-06-28 00:00:00-04:00,17.485328174872844,17.56198806964112,17.44351429101715,17.471389770507812,53058100,0.0,0.0,296683500,58257570.0
2005-06-29 00:00:00-04:00,17.57592756402929,17.64561826620772,17.42260908262841,17.48533058166504,55859900,0.0,0.0,352543400,58319515.0
2005-06-30 00:00:00-04:00,17.46441844778464,17.52017072923589,17.297161603430894,17.311100006103516,82018200,0.0,0.0,270525200,61059800.0
2005-07-01 00:00:00-04:00,17.318076103761445,17.41564230284367,17.192633088233006,17.220508575439453,69718400,0.0,0.0,200806800,60562745.0
2005-07-05 00:00:00-04:00,17.185651830474967,17.555011413887872,17.157776362819774,17.408660888671875,61883500,0.0,0.0,262690300,61619075.0
2005-07-06 00:00:00-04:00,17.401698443953162,17.478358335928608,17.20656610690927,17.21353530883789,64214600,0.0,0.0,198475700,62104235.0
2005-07-07 00:00:00-04:00,17.12990496860477,17.220501928606488,17.074152686471574,17.178688049316406,80082900,0.0,0.0,118392800,63839895.0
2005-07-08 00:00:00-04:00,17.171723086481894,17.506238191090443,17.164753883340094,17.48533058166504,56104000,0.0,0.0,174496800,64006700.0
2005-07-11 00:00:00-04:00,17.527150165956403,17.687437902577567,17.49927467357186,17.624717712402344,61525400,0.0,0.0,236022200,65109980.0
2005-07-12 00:00:00-04:00,17.589871540949442,17.854696027248334,17.56199604879377,17.847726821899414,63384800,0.0,0.0,299407000,65824015.0
2005-07-13 00:00:00-04:00,17.791967568957286,17.94528603911477,17.75712155580366,17.882564544677734,44749200,0.0,0.0,344156200,65849310.0
2005-07-14 00:00:00-04:00,17.973162544763756,18.18920250569365,17.973162544763756,18.098604202270508,69506800,0.0,0.0,413663000,66786410.0
2005-07-15 00:00:00-04:00,18.14738583842995,18.189199717856773,17.945282984261674,17.973159790039062,56472800,0.0,0.0,357190200,66314110.0
2005-07-18 00:00:00-04:00,17.917403212555136,17.973156814880824,17.805898666381836,17.805898666381836,39668000,0.0,0.0,317522200,63756445.0
2005-07-19 00:00:00-04:00,17.973169837066887,18.29374530727343,17.945293015706316,18.23102378845215,113290100,0.0,0.0,430812300,66894005.0
2005-07-20 00:00:00-04:00,18.119500960702137,18.27978853479876,18.035871909864653,18.25191307067871,71424800,0.0,0.0,502237100,66411045.0
2005-07-21 00:00:00-04:00,18.32857996883902,18.454022937794726,18.119509240072354,18.4261474609375,112932100,0.0,0.0,615169200,69033015.0
2005-07-22 00:00:00-04:00,18.112539558352243,18.356456288272863,17.861653627092263,17.896499633789062,97558900,0.0,0.0,517610300,68652970.0
2005-07-25 00:00:00-04:00,17.903465270996094,18.049814482270452,17.87558847118823,17.903465270996094,45174600,0.0,0.0,562784900,68013165.0
2005-07-26 00:00:00-04:00,17.92436697926971,17.93830537562586,17.791956201602197,17.798925399780273,51476400,0.0,0.0,511308500,67505175.0
2005-07-27 00:00:00-04:00,17.847722673563133,17.980133556696384,17.791970372970262,17.924381256103516,57977300,0.0,0.0,569285800,67751135.0
2005-07-28 00:00:00-04:00,17.945281982421875,18.014972663735428,17.882560502163596,17.945281982421875,44738700,0.0,0.0,614024500,67195075.0
2005-07-29 00:00:00-04:00,17.966200654351024,18.119519184307222,17.833788411201578,17.847726821899414,59524400,0.0,0.0,554500100,66070385.0
2005-08-01 00:00:00-04:00,17.98709515602977,18.154351987097286,17.95225048135538,18.06375503540039,61346800,0.0,0.0,615846900,65651805.0
2005-08-02 00:00:00-04:00,18.049819183431353,18.74672340927225,18.028912907369293,18.684001922607422,137510100,0.0,0.0,753357000,69433135.0
2005-08-03 00:00:00-04:00,18.649155847313324,19.116081696851694,18.62824824357666,18.990638732910156,139422400,0.0,0.0,892779400,73193525.0
2005-08-04 00:00:00-04:00,18.92791462819453,19.16486212075388,18.85125475435502,19.039419174194336,91461400,0.0,0.0,984240800,73762450.0
2005-08-05 00:00:00-04:00,19.018513444788255,19.471500841981474,18.99063664287405,19.346057891845703,82212400,0.0,0.0,1066453200,75067870.0
2005-08-08 00:00:00-04:00,19.373936915844272,19.40181372286841,18.872166352563635,18.907011032104492,77207200,0.0,0.0,989246000,75851960.0
2005-08-09 00:00:00-04:00,18.969731150202442,19.171833998829896,18.823381911601228,19.06032943725586,64761800,0.0,0.0,1054007800,75920810.0
2005-08-10 00:00:00-04:00,19.102151577485127,19.16487308665336,18.71188544318042,18.78157615661621,62818800,0.0,0.0,991189000,76824290.0
2005-08-11 00:00:00-04:00,18.80248421830945,19.025493459001876,18.73976270320971,19.004587173461914,48646800,0.0,0.0,1039835800,75781290.0
2005-08-12 00:00:00-04:00,18.872159199516425,18.913973064964754,18.74671627393262,18.85125160217285,52006500,0.0,0.0,987829300,75557975.0
2005-08-15 00:00:00-04:00,18.85824167400529,19.081912233048705,18.655540729815332,18.96308708190918,45976600,0.08,0.0,1033805900,75873405.0
2005-08-16 00:00:00-04:00,18.893204589575934,18.970090566180776,18.6625439933961,18.690502166748047,46894600,0.0,0.0,986911300,72553630.0
2005-08-17 00:00:00-04:00,18.746415140542563,18.977075678817474,18.634579808844567,18.837282180786133,52413100,0.0,0.0,1039324400,71603045.0
2005-08-18 00:00:00-04:00,18.79534579769888,18.928150774285644,18.732438247377914,18.746417999267578,40861900,0.0,0.0,998462500,67999535.0
2005-08-19 00:00:00-04:00,18.767374942513754,18.809312836655028,18.662529540569754,18.6765079498291,36043500,0.0,0.0,962419000,64923765.0
2005-08-22 00:00:00-04:00,18.72544652644061,18.991055101351225,18.711466776923658,18.809322357177734,41691700,0.0,0.0,1004110700,64749620.0
2005-08-23 00:00:00-04:00,18.760394816363867,18.921157938398366,18.690497401032513,18.78136444091797,48296700,0.0,0.0,955814000,64590635.0
2005-08-24 00:00:00-04:00,18.760387646324872,18.984058223354623,18.718449746427243,18.739418029785156,63645000,0.0,0.0,892169000,64874020.0
2005-08-25 00:00:00-04:00,18.80233098187951,18.935135925327327,18.76738294405849,18.893198013305664,39306300,0.0,0.0,931475300,64602400.0
2005-08-26 00:00:00-04:00,18.914161026596943,18.92814077109856,18.781357453377034,18.851253509521484,36774600,0.0,0.0,894700700,63464910.0
2005-08-29 00:00:00-04:00,18.73942516490619,19.03299324233057,18.73942516490619,18.977075576782227,52307700,0.0,0.0,947008400,63012955.0
2005-08-30 00:00:00-04:00,18.914164005914078,19.032989186531267,18.84426660557773,18.9980411529541,55163200,0.0,0.0,1002171600,58895610.0
2005-08-31 00:00:00-04:00,18.991053101375684,19.179775700432998,18.900187405449284,19.137836456298828,65210200,0.0,0.0,1067381800,55185000.0
2005-09-01 00:00:00-04:00,19.13784150653525,19.14483138240215,18.977078361144002,19.012027740478516,75974500,0.0,0.0,991407300,54410655.0
2005-09-02 00:00:00-04:00,19.019016949186568,19.060956205856645,18.851263922053906,18.886213302612305,52047500,0.0,0.0,939359800,52902410.0
2005-09-06 00:00:00-04:00,18.914170358147437,19.074934832867626,18.85825268573508,18.87223243713379,46089000,0.0,0.0,893270800,51346500.0
2005-09-07 00:00:00-04:00,18.830289198437416,18.949114385405192,18.746412046914593,18.76738166809082,44656100,0.0,0.0,848614700,50341215.0
2005-09-08 00:00:00-04:00,18.732430126972318,18.788347777108456,18.536719018086796,18.599626541137695,52552300,0.0,0.0,796062400,49827890.0
2005-09-09 00:00:00-04:00,18.606622372927678,18.746415876446715,18.543714829730284,18.578662872314453,41515800,0.0,0.0,754546600,49471340.0
2005-09-12 00:00:00-04:00,18.606616414052457,18.697482095580455,18.536719018086796,18.599626541137695,40550500,0.0,0.0,795097100,48898540.0
2005-09-13 00:00:00-04:00,18.55069778018643,18.70447097661085,18.431872613300598,18.508758544921875,63422900,0.0,0.0,731674200,49770855.0
2005-09-14 00:00:00-04:00,18.53671920613004,18.620595015594148,18.38294466680925,18.389934539794922,54969600,0.0,0.0,676704600,50174605.0
2005-09-15 00:00:00-04:00,18.431874021132998,18.47381192641891,18.327027258145254,18.361976623535156,60357200,0.0,0.0,616347400,50571810.0
2005-09-16 00:00:00-04:00,18.410905815589796,18.452843724095935,18.15228582457412,18.222183227539062,187384300,0.0,0.0,428963100,57897930.0
2005-09-19 00:00:00-04:00,18.236163451404607,18.361978513393506,18.07540035361084,18.173255920410156,61832300,0.0,0.0,367130800,59187370.0
2005-09-20 00:00:00-04:00,18.222187385647448,18.327032847428445,17.956578793590097,18.061424255371094,61043400,0.0,0.0,306087400,60154955.0
2005-09-21 00:00:00-04:00,18.033460842093902,18.103358245844145,17.77484218135472,17.81678009033203,68281800,0.0,0.0,237805600,61154210.0
2005-09-22 00:00:00-04:00,17.816780484689936,17.89366776383524,17.579130106588195,17.71193504333496,71314900,0.0,0.0,166490700,61537705.0
2005-09-23 00:00:00-04:00,17.690969719905574,17.851734191102707,17.558166084075584,17.66301155090332,66396800,0.0,0.0,100093900,62892230.0
2005-09-26 00:00:00-04:00,17.753877266638707,17.816784813371836,17.62107229762627,17.66301155090332,56203700,0.0,0.0,100093900,63863685.0
2005-09-27 00:00:00-04:00,17.732904664878802,17.788822322480264,17.68397554794317,17.71193504333496,48797900,0.0,0.0,148891800,63688195.0
2005-09-28 00:00:00-04:00,17.746887730752807,18.0823950974783,17.73989785507285,17.94260025024414,71019400,0.0,0.0,219911200,64481005.0
2005-09-29 00:00:00-04:00,17.900662296433246,18.173260781537927,17.82377499727758,18.131322860717773,66807100,0.0,0.0,286718300,64560850.0
2005-09-30 00:00:00-04:00,18.110348371803067,18.13830786696546,17.90065749081357,17.984533309936523,57644500,0.0,0.0,229073800,63644350.0
2005-10-03 00:00:00-04:00,17.970551952630665,17.984531698959614,17.781830709917795,17.823768615722656,55341300,0.0,0.0,173732500,63809040.0
2005-10-04 00:00:00-04:00,17.725917996475953,17.746886288629454,17.299544946923326,17.460308074951172,151666300,0.0,0.0,22066200,69087905.0
2005-10-05 00:00:00-04:00,17.502251470575306,17.509240014159953,17.24363136291504,17.24363136291504,73684700,0.0,0.0,-51618500,70539335.0
2005-10-06 00:00:00-04:00,17.23664233804654,17.4393447747692,17.145776601945762,17.28557014465332,81724600,0.0,0.0,30106100,71997950.0
2005-10-07 00:00:00-04:00,17.31352105281994,17.362448835122432,17.13877821134985,17.187705993652344,50768700,0.0,0.0,-20662600,72460595.0
2005-10-10 00:00:00-04:00,17.243626516628687,17.250616391431517,17.019955855667224,17.09684181213379,48880900,0.0,0.0,-69543500,72877115.0
2005-10-11 00:00:00-04:00,17.131794707043255,17.1597528788182,16.950061924367102,17.06189727783203,76567300,0.0,0.0,-146110800,73534335.0
2005-10-12 00:00:00-04:00,17.11780551933337,17.264590173088383,16.96403232637359,16.985000610351562,71294400,0.0,0.0,-217405200,74350575.0
2005-10-13 00:00:00-04:00,16.9919935312603,17.285561558257328,16.964035369879763,17.187705993652344,70192000,0.0,0.0,-147213200,74842315.0
2005-10-14 00:00:00-04:00,17.271589536801656,17.285569290336305,17.124806124235892,17.24363136291504,53846700,0.0,0.0,-93366500,68165435.0
2005-10-17 00:00:00-04:00,17.250612644820883,17.257602518105607,17.082859685533567,17.145767211914062,46924400,0.0,0.0,-140290900,67420040.0
2005-10-18 00:00:00-04:00,17.117807475871533,17.355457831451783,17.089849316311383,17.173725128173828,69328200,0.0,0.0,-70962700,67834280.0
2005-10-19 00:00:00-04:00,17.16673796021995,17.537193298339844,17.124800047679916,17.537193298339844,66574500,0.0,0.0,-4388200,67748915.0
2005-10-20 00:00:00-04:00,17.509234611490157,17.56515227519205,17.292553831293105,17.327503204345703,58830600,0.0,0.0,-63218800,67124700.0
2005-10-21 00:00:00-04:00,17.41137080283131,17.474278311406906,17.173720511141646,17.320505142211914,69431200,0.0,0.0,-132650000,67276420.0
2005-10-24 00:00:00-04:00,17.39739524996202,17.544179916381836,17.250611916724157,17.544179916381836,51868000,0.0,0.0,-80782000,67059635.0
2005-10-25 00:00:00-04:00,17.43933305576067,17.565146759697452,17.355455919954302,17.495250701904297,41310500,0.0,0.0,-122092500,66685265.0
2005-10-26 00:00:00-04:00,17.453317250754683,17.7049474083723,17.42535908500955,17.55117416381836,58178100,0.0,0.0,-63914400,66043200.0
2005-10-27 00:00:00-04:00,17.628064565170153,17.663013947643396,17.36944580078125,17.36944580078125,61566100,0.0,0.0,-125480500,65781150.0
2005-10-28 00:00:00-04:00,17.544185755949837,17.893671522669226,17.544185755949837,17.844743728637695,106559300,0.0,0.0,-18921200,68226890.0
2005-10-31 00:00:00-05:00,17.900667796010787,18.033471474939283,17.82378047323322,17.96357536315918,75122100,0.0,0.0,56200900,69215930.0
2005-11-01 00:00:00-05:00,17.900653420964606,18.24314915974225,17.900653420964606,18.145292282104492,71370400,0.0,0.0,127571300,65201135.0
2005-11-02 00:00:00-05:00,18.12433313504158,18.52274671908632,18.12433313504158,18.494787216186523,75067100,0.0,0.0,202638400,65270255.0
2005-11-03 00:00:00-05:00,18.59263784335146,18.620596003595626,18.347997608600384,18.480802536010742,73421600,0.0,0.0,129216800,64855105.0
2005-11-04 00:00:00-05:00,18.543716799252177,18.669530565827237,18.487799125269092,18.63458251953125,57464000,0.0,0.0,186680800,65189870.0
2005-11-07 00:00:00-05:00,18.676514807548937,18.92814493115441,18.662536393156937,18.87921714782715,77104800,0.0,0.0,263785600,66601065.0
2005-11-08 00:00:00-05:00,18.830285320607896,18.998038255925113,18.71146015811047,18.90717124938965,60091700,0.0,0.0,323877300,65777285.0
2005-11-09 00:00:00-05:00,18.858244729631654,18.977069900024578,18.830286571811975,18.84426498413086,59562100,0.0,0.0,264315200,65190670.0
2005-11-10 00:00:00-05:00,18.83028944679552,18.977072797418806,18.620597231813818,18.935134887695312,73314800,0.0,0.0,337630000,65346810.0
2005-11-11 00:00:00-05:00,18.97707842694438,19.144831448784192,18.963098675162104,19.06794548034668,51945600,0.0,0.0,389575600,65251755.0
2005-11-14 00:00:00-05:00,19.12384852362149,19.179766154788393,19.012013261287684,19.13083839416504,67152200,0.0,0.0,456727800,66263145.0
2005-11-15 00:00:00-05:00,19.158885496581867,19.30610046063984,19.102803923866965,19.278059005737305,65081000,0.08,0.0,521808800,66050785.0
2005-11-16 00:00:00-05:00,19.26404075956526,19.544448659257338,19.23600063814122,19.446306228637695,86277000,0.0,0.0,608085800,67035910.0
2005-11-17 00:00:00-05:00,19.523418431282977,19.62857122399345,19.46032648823863,19.607540130615234,91351000,0.0,0.0,699436800,68661930.0
2005-11-18 00:00:00-05:00,19.71269082375454,19.803822871658472,19.558465506715486,19.67763900756836,75431200,0.0,0.0,774868000,68961930.0
2005-11-21 00:00:00-05:00,19.67764596070035,19.796819503663414,19.51641156054166,19.740737915039062,65794400,0.0,0.0,840662400,69658250.0
2005-11-22 00:00:00-05:00,19.670639741660093,19.68466047604446,19.53043640908889,19.565486907958984,104253300,0.0,0.0,736409100,72805390.0
2005-11-23 00:00:00-05:00,19.57248306274414,19.691656544292716,19.446299219093902,19.57248306274414,70541300,0.0,0.0,806950400,73423550.0
2005-11-25 00:00:00-05:00,19.488371090329903,19.586514878239406,19.257034358334938,19.460330963134766,44082500,0.0,0.0,762867900,72549370.0
2005-11-28 00:00:00-05:00,19.481361012336343,19.523421869409503,19.299095515565273,19.453319549560547,57517200,0.0,0.0,705350700,70097265.0
2005-11-29 00:00:00-05:00,19.481359965334125,19.481359965334125,19.348165698488526,19.404247283935547,62220400,0.0,0.0,643130300,69452180.0
2005-11-30 00:00:00-05:00,19.404247283935547,19.46733923469975,19.369195457349615,19.404247283935547,55904700,0.0,0.0,643130300,68678895.0
2005-12-01 00:00:00-05:00,19.43928951348393,19.698667571645633,19.43928951348393,19.55145263671875,61006100,0.0,0.0,704136400,67975845.0
2005-12-02 00:00:00-05:00,19.502391505898125,19.69867774144028,19.481361745115795,19.63558578491211,42319600,0.0,0.0,746456000,66420745.0
2005-12-05 00:00:00-05:00,19.579498092257367,19.642590029122506,19.42527276343584,19.52341651916504,47517300,0.0,0.0,698938700,65923410.0
2005-12-06 00:00:00-05:00,19.55846852222151,19.572489250857686,19.404244518494416,19.4112548828125,65980000,0.0,0.0,632958700,65367170.0
2005-12-07 00:00:00-05:00,19.39723796109949,19.453319549560547,19.313114909862634,19.453319549560547,55583200,0.0,0.0,688541900,65141745.0
2005-12-08 00:00:00-05:00,19.4252742743584,19.495376580448998,19.34816294103999,19.4112548828125,63931600,0.0,0.0,624610300,65360220.0
2005-12-09 00:00:00-05:00,19.42527961730957,19.50940267517451,19.376208390676123,19.42527961730957,48467000,0.0,0.0,673077300,64117830.0
2005-12-12 00:00:00-05:00,19.418268508070227,19.45331899845647,19.15889033310432,19.243013381958008,63757200,0.0,0.0,609320100,64708410.0
2005-12-13 00:00:00-05:00,19.130846971717848,19.22898939786831,18.927550418017294,19.0186824798584,104285500,0.0,0.0,505034600,66565075.0
2005-12-14 00:00:00-05:00,18.92754870427732,19.095793421197857,18.822395923338256,18.99064064025879,65076200,0.0,0.0,439958400,66564835.0
2005-12-15 00:00:00-05:00,18.98363649372506,19.004667591636622,18.794360623792805,18.87147331237793,79018100,0.0,0.0,360940300,66201890.0
2005-12-16 00:00:00-05:00,18.84342022519378,18.983624783939753,18.794349030759616,18.857440948486328,88542500,0.0,0.0,272397800,66061465.0
2005-12-19 00:00:00-05:00,18.801367854802887,18.836419678810906,18.68219432735636,18.808378219604492,68680100,0.0,0.0,203717700,65723910.0
2005-12-20 00:00:00-05:00,18.75930063645001,18.843422311338845,18.696208711738425,18.829402923583984,62960600,0.0,0.0,266678300,65582220.0
2005-12-21 00:00:00-05:00,18.83641737875352,18.864457497445674,18.72425289271429,18.73827362060547,75800900,0.0,0.0,190877400,64159600.0
2005-12-22 00:00:00-05:00,18.724252688955346,18.773325236040463,18.520957485106344,18.6401309967041,91276900,0.0,0.0,99600500,65196380.0
2005-12-23 00:00:00-05:00,18.591058747631084,18.696211525613116,18.53497717690133,18.675180435180664,30689200,0.0,0.0,130289700,64526715.0
2005-12-27 00:00:00-05:00,18.703227058678024,18.822400596554687,18.541992665400915,18.549001693725586,37819000,0.0,0.0,92470700,63541805.0
2005-12-28 00:00:00-05:00,18.584052471240994,18.689205272348694,18.471889305114058,18.499929428100586,35444400,0.0,0.0,57026300,62203005.0
2005-12-29 00:00:00-05:00,18.513950160097874,18.577042108187253,18.408797358979047,18.415807723999023,34495500,0.0,0.0,22530800,61132545.0
2005-12-30 00:00:00-05:00,18.331684112548828,18.443847275210462,18.296633625625958,18.331684112548828,49044600,0.0,0.0,-26513800,60534470.0
2006-01-03 00:00:00-05:00,18.401785581041352,18.92755088335682,18.29663278799632,18.815387725830078,79973000,0.0,0.0,53459200,62417140.0
2006-01-04 00:00:00-05:00,18.766317557329547,18.98363352001158,18.766317557329547,18.90652084350586,57975600,0.0,0.0,111434800,62940055.0
2006-01-05 00:00:00-05:00,18.89951066847729,19.01868419832395,18.86446018085373,18.920541763305664,48245500,0.0,0.0,159680300,62053330.0
2006-01-06 00:00:00-05:00,18.850437355779242,18.927550024488628,18.570029474686347,18.864458084106445,100963000,0.0,0.0,58717300,64322320.0
2006-01-09 00:00:00-05:00,18.87847412345079,18.976616523184404,18.75930063645001,18.829402923583984,55625000,0.0,0.0,3092300,63906990.0
